nom,prix,prix_clean,categorie_prix,adresse,ville,url_image,date_nettoyage,fichier_source
Mouton Ladoum,300 000CFA,300000.0,Très élevé (> 200k),"Guediawaye, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_723681_uploaded_image1_1562583405.41.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Moutons,150 000CFA,150000.0,Élevé (100k-200k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_722669_uploaded_image1_1562546978.82.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Moutons de race,150 000CFA,150000.0,Élevé (100k-200k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_721746_uploaded_image1_1562546733.94.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton de tabaski,200 000 CFA,200000.0,Très élevé (> 200k),"Colobane, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3220217_uploaded_image1_1625900638.jpg,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,270 000 CFA,270000.0,Très élevé (> 200k),"Grand Dakar, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_4789672_uploaded_image1_1718065178.jpg,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton Ladoum,185 000CFA,185000.0,Élevé (100k-200k),"Dakar-Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1910059_uploaded_image1_1586295543.6.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,200 000CFA,200000.0,Très élevé (> 200k),"Dakar-Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1909212_uploaded_image1_1586284198.32.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,300 000CFA,300000.0,Très élevé (> 200k),"Dakar-Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1909205_uploaded_image1_1586284053.48.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Moutons,350 000CFA,350000.0,Très élevé (> 200k),"Thies, Sénégal",Autre,https://images.coinafrique.com/thumb_1905916_uploaded_image1_1586247542.22.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,170 000CFA,170000.0,Élevé (100k-200k),"Dakar Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1904199_uploaded_image1_1586204493.61.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Ladoum jeune femelle,Prix sur demande,,Non spécifié,"Guediawaye, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1869297_uploaded_image1_1585585673.13.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Moutons Toulabire,150 000CFA,150000.0,Élevé (100k-200k),"Dakar-Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1863893_uploaded_image1_1585491707.63.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Ladoum pur sang,Prix sur demande,,Non spécifié,"Keur Massar, Sénégal",Autre,https://images.coinafrique.com/thumb_1860713_uploaded_image1_1585413193.66.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,95 000CFA,95000.0,Moyen (50k-100k),"Dakar-Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1847816_uploaded_image1_1585163617.45.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
