nom,prix,prix_clean,categorie_prix,adresse,ville,url_image,date_nettoyage,fichier_source
Poulet de chair,2 000CFA,2000.0,Bas (< 50k),"Guediawaye, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_798654_uploaded_image2_1564576617.9.png,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Lapins,40 000CFA,40000.0,Bas (< 50k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_774940_uploaded_image1_1563940703.34.png,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Lapin géant,70 000CFA,70000.0,Moyen (50k-100k),"Mbour, Sénégal",Mbour,https://images.coinafrique.com/thumb_761183_uploaded_image1_1563536095.25.png,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Lapins et lapereaux angora Californien,Prix sur demande,,Non spécifié,"Médina, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_729715_uploaded_image1_1562719494.94.png,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Poulet de chair,3 000CFA,3000.0,Bas (< 50k),"Grand Yoff, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_729710_uploaded_image1_1562719384.82.png,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Lapins et lapereaux Angora Californien,Prix sur demande,,Non spécifié,"Medina, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_729692_uploaded_image1_1562719154.82.png,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Paon - pigeon,35 000CFA,35000.0,Bas (< 50k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2323541_uploaded_image1_1592764212.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Poussins Brahmane blanc,10 000CFA,10000.0,Bas (< 50k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2321103_uploaded_image1_1592726101.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Pigeons,60 000CFA,60000.0,Moyen (50k-100k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2321099_uploaded_image1_1592725966.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Cauchoix pair,70 000CFA,70000.0,Moyen (50k-100k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2321095_uploaded_image1_1592725829.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Lapin - lapereaux,20 000CFA,20000.0,Bas (< 50k),"Parcelle Assainies, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2297368_uploaded_image1_1592352689.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Poulet de chair,3 000CFA,3000.0,Bas (< 50k),"Mbour, Sénégal",Mbour,https://images.coinafrique.com/thumb_2289615_uploaded_image1_1592241607.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Poulet,40 000CFA,40000.0,Bas (< 50k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2284393_uploaded_image1_1592163359.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Poules,40 000CFA,40000.0,Bas (< 50k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2284382_uploaded_image1_1592163164.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Cochin,40 000CFA,40000.0,Bas (< 50k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2283654_uploaded_image1_1592152413.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
