nom,prix,prix_clean,categorie_prix,adresse,ville,url_image,date_nettoyage,fichier_source
Veaux,250 000CFA,250000.0,Très élevé (> 200k),"Dieuppeul-Derklé, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3335012_uploaded_image1_1631654129.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Bœuf,1 200 000CFA,1200000.0,Très élevé (> 200k),"Guediawaye, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3330908_uploaded_image1_1631459213.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Perruche,24 000CFA,24000.0,Bas (< 50k),"Hann Bel-Air, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3321530_uploaded_image1_1631021949.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Cailleteaux,400CFA,400.0,Bas (< 50k),"Parcelle Assainies, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3319946_uploaded_image1_1630948417.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Caille,2 500CFA,2500.0,Bas (< 50k),"Parcelle Assainies, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3319937_uploaded_image1_1630948254.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Veaux,Prix sur demande,,Non spécifié,"Dieuppeul-Derklé, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3318063_uploaded_image1_1630865928.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Oie guinéen,100 000CFA,100000.0,Élevé (100k-200k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3316816_uploaded_image1_1630785391.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Oie gardien,90 000CFA,90000.0,Moyen (50k-100k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3316810_uploaded_image1_1630785291.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Chèvre mâle,Prix sur demande,,Non spécifié,"Mermoz-Sacré Coeur, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3315646_uploaded_image1_1630745395.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Vache,600 000CFA,600000.0,Très élevé (> 200k),"Niaga, Sénégal",Autre,https://images.coinafrique.com/thumb_3287171_uploaded_image1_1629317948.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
