web_scraper_order,web_scraper_start_url,prix,nom,adresse,url_image
"1772096747-1","https://sn.coinafrique.com/categorie/moutons?page=16","600 000CFA","Moutons Ladoum","Mbour, Sénégal","https://images.coinafrique.com/thumb_821121_uploaded_image1_1565195094.42.png"
"1772096747-2","https://sn.coinafrique.com/categorie/moutons?page=16","125 000CFA","Mouton","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_817625_uploaded_image1_1565109322.3.png"
"1772096747-3","https://sn.coinafrique.com/categorie/moutons?page=16","200 000CFA","Moutons","Sénégal","https://images.coinafrique.com/thumb_816772_uploaded_image1_1565095331.9.png"
"1772096747-4","https://sn.coinafrique.com/categorie/moutons?page=16","450 000CFA","Mouton","Sénégal","https://images.coinafrique.com/thumb_816757_uploaded_image1_1565095118.35.png"
"1772096747-5","https://sn.coinafrique.com/categorie/moutons?page=16","200 000CFA","Mouton de Tabaski","Sénégal","https://images.coinafrique.com/thumb_814608_uploaded_image1_1565037403.53.png"
"1772096747-6","https://sn.coinafrique.com/categorie/moutons?page=16","100 000CFA","Mouton","Sénégal","https://images.coinafrique.com/thumb_813350_uploaded_image1_1565013886.42.png"
"1772096747-7","https://sn.coinafrique.com/categorie/moutons?page=16","200 000CFA","Mouton","Sénégal","https://images.coinafrique.com/thumb_813339_uploaded_image1_1565013644.12.png"
"1772096747-8","https://sn.coinafrique.com/categorie/moutons?page=16","200 000CFA","Mouton","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_812873_uploaded_image1_1565005940.44.png"
"1772096747-9","https://sn.coinafrique.com/categorie/moutons?page=16","500 000CFA","Moutons","Dakar, Sénégal","https://images.coinafrique.com/thumb_811661_uploaded_image1_1564966582.22.png"
"1772096747-10","https://sn.coinafrique.com/categorie/moutons?page=16","700 000CFA","Moutons","Dakar, Sénégal","https://images.coinafrique.com/thumb_811659_uploaded_image1_1564966498.04.png"
"1772096747-11","https://sn.coinafrique.com/categorie/moutons?page=16","200 000CFA","Moutons","Sénégal","https://images.coinafrique.com/thumb_811594_uploaded_image1_1564961187.75.png"
"1772096747-12","https://sn.coinafrique.com/categorie/moutons?page=16","650 000CFA","Moutons","Dakar, Sénégal","https://images.coinafrique.com/thumb_808861_uploaded_image1_1564856185.45.png"
"1772096747-13","https://sn.coinafrique.com/categorie/moutons?page=16","700 000CFA","Moutons","Dakar, Sénégal","https://images.coinafrique.com/thumb_808847_uploaded_image1_1564855996.2.png"
"1772096747-14","https://sn.coinafrique.com/categorie/moutons?page=16","700 000CFA","Moutons","Dakar, Sénégal","https://images.coinafrique.com/thumb_808844_uploaded_image1_1564855896.73.png"
"1772096747-15","https://sn.coinafrique.com/categorie/moutons?page=16","350 000CFA","Mouton de race","Sénégal","https://images.coinafrique.com/thumb_806719_uploaded_image1_1564781347.58.png"
"1772096747-16","https://sn.coinafrique.com/categorie/moutons?page=16","400 000CFA","Mouton","Sénégal","https://images.coinafrique.com/thumb_806646_uploaded_image1_1564777404.89.png"
"1772096747-17","https://sn.coinafrique.com/categorie/moutons?page=16","250 000CFA","Mouton","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_805188_uploaded_image1_1564750708.3.png"
"1772096747-18","https://sn.coinafrique.com/categorie/moutons?page=16","200 000CFA","Moutons","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_804227_uploaded_image1_1564738205.66.png"
"1772096747-19","https://sn.coinafrique.com/categorie/moutons?page=16","300 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_803088_uploaded_image1_1564684268.56.png"
"1772096747-20","https://sn.coinafrique.com/categorie/moutons?page=16","200 000CFA","Mouton de Tabaski","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_799765_uploaded_image1_1564597010.71.png"
"1772096747-21","https://sn.coinafrique.com/categorie/moutons?page=16","225 000CFA","Mouton de Tabaski","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_799761_uploaded_image1_1564596876.58.png"
"1772096747-22","https://sn.coinafrique.com/categorie/moutons?page=16","175 000CFA","Mouton Azawat","Dakar, Sénégal","https://images.coinafrique.com/thumb_798367_uploaded_image1_1564573411.3.png"
"1772096747-23","https://sn.coinafrique.com/categorie/moutons?page=16","Prix sur demande","Mouton Ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_786617_uploaded_image1_1564216906.07.png"
"1772096747-24","https://sn.coinafrique.com/categorie/moutons?page=16","Prix sur demande","Moutons de Tabaski","Dakar, Sénégal","https://images.coinafrique.com/thumb_785715_uploaded_image1_1564176313.33.png"
"1772096747-25","https://sn.coinafrique.com/categorie/moutons?page=16","200 000CFA","Mouton","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_785089_uploaded_image1_1564159860.27.png"
"1772096747-26","https://sn.coinafrique.com/categorie/moutons?page=16","Prix sur demande","Mouton Tabaski","Sénégal","https://images.coinafrique.com/thumb_784942_uploaded_image1_1564157496.5.png"
"1772096747-27","https://sn.coinafrique.com/categorie/moutons?page=16","200 000CFA","Moutons Ladoum","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_784546_uploaded_image1_1564151388.91.png"
"1772096747-28","https://sn.coinafrique.com/categorie/moutons?page=16","220 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_774363_uploaded_image1_1563912507.32.png"
"1772096747-29","https://sn.coinafrique.com/categorie/moutons?page=16","220 000CFA","Mouton - Bélier","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_774349_uploaded_image1_1563912073.63.png"
"1772096747-30","https://sn.coinafrique.com/categorie/moutons?page=16","950 000CFA","Mouton Ladoum","Sénégal","https://images.coinafrique.com/thumb_afrikannonce_932560_uploaded_image1_1568203329.3.jpg"
"1772096747-31","https://sn.coinafrique.com/categorie/moutons?page=16","Prix sur demande","Mouton","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_769625_uploaded_image1_1563810689.31.png"
"1772096747-32","https://sn.coinafrique.com/categorie/moutons?page=16","Prix sur demande","Mouton","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_769623_uploaded_image1_1563810688.43.png"
"1772096747-33","https://sn.coinafrique.com/categorie/moutons?page=16","300 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_766916_uploaded_image1_1563732550.35.png"
"1772096747-34","https://sn.coinafrique.com/categorie/moutons?page=16","250 000CFA","Mouton","Sénégal","https://images.coinafrique.com/thumb_766905_uploaded_image1_1563732059.09.png"
"1772096747-35","https://sn.coinafrique.com/categorie/moutons?page=16","250 000CFA","Mouton","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_766836_uploaded_image1_1563729305.46.png"
"1772096747-36","https://sn.coinafrique.com/categorie/moutons?page=16","250 000CFA","Moutons","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_766814_uploaded_image1_1563728621.09.png"
"1772096747-37","https://sn.coinafrique.com/categorie/moutons?page=16","420 000CFA","Mouton Ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_766491_uploaded_image1_1563713033.52.png"
"1772096747-38","https://sn.coinafrique.com/categorie/moutons?page=16","450 000CFA","Mouton Ladoum","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_765218_uploaded_image1_1563649515.86.png"
"1772096747-39","https://sn.coinafrique.com/categorie/moutons?page=16","Prix sur demande","Mouton Malaw","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_761777_uploaded_image1_1563546210.72.png"
"1772096747-40","https://sn.coinafrique.com/categorie/moutons?page=16","800 000CFA","Ladoum mâle et femelle","Sénégal","https://images.coinafrique.com/thumb_afrikannonce_932546_uploaded_image1_1568203274.06.jpg"
"1772096747-41","https://sn.coinafrique.com/categorie/moutons?page=16","Prix sur demande","Moutons","Sénégal","https://images.coinafrique.com/thumb_754311_uploaded_image1_1563375993.83.png"
"1772096747-42","https://sn.coinafrique.com/categorie/moutons?page=16","140 000CFA","Mouton Tabaskie","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_754270_uploaded_image1_1563375178.15.png"
"1772096747-43","https://sn.coinafrique.com/categorie/moutons?page=16","140 000CFA","Mouton Tabaskie","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_754269_uploaded_image1_1563375078.76.png"
"1772096747-44","https://sn.coinafrique.com/categorie/moutons?page=16","140 000CFA","Mouton","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_754261_uploaded_image1_1563374953.78.png"
"1772096747-45","https://sn.coinafrique.com/categorie/moutons?page=16","150 000CFA","Mouton gris noir","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_754257_uploaded_image1_1563374819.0.png"
"1772096747-46","https://sn.coinafrique.com/categorie/moutons?page=16","Prix sur demande","Mouton","Sénégal","https://images.coinafrique.com/thumb_754242_uploaded_image1_1563374558.14.png"
"1772096747-47","https://sn.coinafrique.com/categorie/moutons?page=16","Prix sur demande","Mouton de Tabaski","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_752727_uploaded_image2_1563357212.02.png"
"1772096747-48","https://sn.coinafrique.com/categorie/moutons?page=16","Prix sur demande","Mouton de Tabaski","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_752719_uploaded_image1_1563357011.76.png"
"1772096747-49","https://sn.coinafrique.com/categorie/moutons?page=16","300 000CFA","Mouton","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_751785_uploaded_image1_1563314576.98.png"
"1772096747-50","https://sn.coinafrique.com/categorie/moutons?page=16","220CFA","Mouton","Sénégal","https://images.coinafrique.com/thumb_751740_uploaded_image1_1563313372.96.png"
"1772096747-51","https://sn.coinafrique.com/categorie/moutons?page=16","25 000CFA","Mouton","Sénégal","https://images.coinafrique.com/thumb_743301_uploaded_image1_1563049123.51.png"
"1772096747-52","https://sn.coinafrique.com/categorie/moutons?page=16","260 000CFA","Mouton","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_743069_uploaded_image1_1563041443.85.png"
"1772096747-53","https://sn.coinafrique.com/categorie/moutons?page=16","160 000CFA","Moutons","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_743068_uploaded_image1_1563041352.73.png"
"1772096747-54","https://sn.coinafrique.com/categorie/moutons?page=16","160 000CFA","Mouton","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_743067_uploaded_image1_1563041352.31.png"
"1772096747-55","https://sn.coinafrique.com/categorie/moutons?page=16","150 000CFA","Mouton","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_743066_uploaded_image1_1563041262.7.png"
"1772096747-56","https://sn.coinafrique.com/categorie/moutons?page=16","150 000CFA","Mouton","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_743065_uploaded_image1_1563041220.15.png"
"1772096747-57","https://sn.coinafrique.com/categorie/moutons?page=16","250 000CFA","Moutons","Sénégal","https://images.coinafrique.com/thumb_742328_uploaded_image1_1563020125.88.png"
"1772096747-58","https://sn.coinafrique.com/categorie/moutons?page=16","190 000CFA","Moutons","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_730962_uploaded_image1_1562758817.51.png"
"1772096747-59","https://sn.coinafrique.com/categorie/moutons?page=16","250 000CFA","Mouton Tabaski","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_725090_uploaded_image1_1562603963.91.png"
"1772096747-60","https://sn.coinafrique.com/categorie/moutons?page=16","Prix sur demande","Moutons","Koussanar, Sénégal","https://images.coinafrique.com/thumb_724916_uploaded_image1_1562601308.96.png"
"1772096747-61","https://sn.coinafrique.com/categorie/moutons?page=16","300 000CFA","Mouton Ladoum","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_723681_uploaded_image1_1562583405.41.png"
"1772096747-62","https://sn.coinafrique.com/categorie/moutons?page=16","150 000CFA","Moutons","Dakar, Sénégal","https://images.coinafrique.com/thumb_722669_uploaded_image1_1562546978.82.png"
"1772096747-63","https://sn.coinafrique.com/categorie/moutons?page=16","150 000CFA","Moutons de race","Dakar, Sénégal","https://images.coinafrique.com/thumb_721746_uploaded_image1_1562546733.94.png"
"1772096748-776","https://sn.coinafrique.com/categorie/moutons?page=7","200 000 CFA","Mouton de tabaski","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3220217_uploaded_image1_1625900638.jpg"
"1772096750-777","https://sn.coinafrique.com/categorie/moutons?page=7","270 000 CFA","Mouton","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4789672_uploaded_image1_1718065178.jpg"
"1772096751-64","https://sn.coinafrique.com/categorie/moutons?page=15","185 000CFA","Mouton Ladoum","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1910059_uploaded_image1_1586295543.6.png"
"1772096751-65","https://sn.coinafrique.com/categorie/moutons?page=15","200 000CFA","Mouton","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1909212_uploaded_image1_1586284198.32.png"
"1772096751-66","https://sn.coinafrique.com/categorie/moutons?page=15","300 000CFA","Mouton","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1909205_uploaded_image1_1586284053.48.png"
"1772096751-67","https://sn.coinafrique.com/categorie/moutons?page=15","350 000CFA","Moutons","Thies, Sénégal","https://images.coinafrique.com/thumb_1905916_uploaded_image1_1586247542.22.png"
"1772096751-68","https://sn.coinafrique.com/categorie/moutons?page=15","170 000CFA","Mouton","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1904199_uploaded_image1_1586204493.61.png"
"1772096751-69","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Ladoum jeune femelle","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1869297_uploaded_image1_1585585673.13.png"
"1772096751-70","https://sn.coinafrique.com/categorie/moutons?page=15","150 000CFA","Moutons Toulabire","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1863893_uploaded_image1_1585491707.63.png"
"1772096751-71","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Ladoum pur sang","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1860713_uploaded_image1_1585413193.66.png"
"1772096751-72","https://sn.coinafrique.com/categorie/moutons?page=15","95 000CFA","Mouton","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1847816_uploaded_image1_1585163617.45.png"
"1772096751-73","https://sn.coinafrique.com/categorie/moutons?page=15","450 000CFA","Petit mouton","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1843870_uploaded_image1_1585120034.1.png"
"1772096751-74","https://sn.coinafrique.com/categorie/moutons?page=15","400 000CFA","Mouton","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1843866_uploaded_image1_1585119994.59.png"
"1772096751-75","https://sn.coinafrique.com/categorie/moutons?page=15","1 500 000CFA","Mouton","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1843864_uploaded_image1_1585119964.75.png"
"1772096751-76","https://sn.coinafrique.com/categorie/moutons?page=15","85 000CFA","Moutons","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1838123_uploaded_image1_1584988683.06.png"
"1772096751-77","https://sn.coinafrique.com/categorie/moutons?page=15","95 000CFA","Mouton","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1830885_uploaded_image1_1584859590.65.png"
"1772096751-78","https://sn.coinafrique.com/categorie/moutons?page=15","400 000CFA","Mouton Ladoum","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1823834_uploaded_image1_1584711324.24.png"
"1772096751-79","https://sn.coinafrique.com/categorie/moutons?page=15","1 500 000CFA","Ladoum","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1823167_uploaded_image1_1584704737.56.png"
"1772096751-80","https://sn.coinafrique.com/categorie/moutons?page=15","350CFA","Mouton","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1817604_uploaded_image1_1584619772.78.png"
"1772096751-81","https://sn.coinafrique.com/categorie/moutons?page=15","180 000CFA","Mouton","M'bour, Sénégal","https://images.coinafrique.com/thumb_1814464_uploaded_image1_1584555845.45.png"
"1772096751-82","https://sn.coinafrique.com/categorie/moutons?page=15","120 000CFA","Mouton","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1802901_uploaded_image1_1584375644.03.png"
"1772096751-83","https://sn.coinafrique.com/categorie/moutons?page=15","280 000CFA","Mouton","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1788990_uploaded_image1_1584108921.63.png"
"1772096751-84","https://sn.coinafrique.com/categorie/moutons?page=15","850 000CFA","Ladoum pur sang","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1712699_uploaded_image1_1582797667.2.png"
"1772096751-85","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Mouton","Sénégal","https://images.coinafrique.com/thumb_1710929_uploaded_image1_1582758028.84.png"
"1772096751-86","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Mouton","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1705512_uploaded_image1_1582672344.35.png"
"1772096751-87","https://sn.coinafrique.com/categorie/moutons?page=15","180 000CFA","Métisse Azawat","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1689899_uploaded_image1_1582386569.78.png"
"1772096751-88","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Femelle Baine Mélo","Dakar, Sénégal","https://images.coinafrique.com/thumb_1660551_uploaded_image1_1581908728.72.png"
"1772096751-89","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Mouton Géniteur","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1655632_uploaded_image1_1581790027.94.png"
"1772096751-90","https://sn.coinafrique.com/categorie/moutons?page=15","350 000CFA","Agnel Ladoum","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1644447_uploaded_image1_1581598949.87.png"
"1772096751-91","https://sn.coinafrique.com/categorie/moutons?page=15","1 600 000CFA","Lots  de ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_1634438_uploaded_image1_1581445535.38.png"
"1772096751-92","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Moutons","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1618881_uploaded_image1_1581221831.16.png"
"1772096751-93","https://sn.coinafrique.com/categorie/moutons?page=15","700 000CFA","Femelle Ladoum","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1599640_uploaded_image1_1580917148.36.png"
"1772096751-94","https://sn.coinafrique.com/categorie/moutons?page=15","700 000CFA","Femelle ladoum","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1599587_uploaded_image1_1580916817.7.png"
"1772096751-95","https://sn.coinafrique.com/categorie/moutons?page=15","700 000CFA","Femelle ladoum","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1599357_uploaded_image1_1580914588.98.png"
"1772096751-96","https://sn.coinafrique.com/categorie/moutons?page=15","700 000CFA","Mouton ladoum","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1594060_uploaded_image1_1580838107.76.png"
"1772096751-97","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Brebis","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1584173_uploaded_image2_1580715083.79.png"
"1772096751-98","https://sn.coinafrique.com/categorie/moutons?page=15","2 000 000CFA","Ladoum","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1569276_uploaded_image1_1580439784.74.png"
"1772096751-99","https://sn.coinafrique.com/categorie/moutons?page=15","300 000CFA","Bali bali","Koumpentoum, Sénégal","https://images.coinafrique.com/thumb_1568450_uploaded_image1_1580419421.87.png"
"1772096751-100","https://sn.coinafrique.com/categorie/moutons?page=15","300 000CFA","Bali bali","Koumpentoum, Sénégal","https://images.coinafrique.com/thumb_1568440_uploaded_image1_1580419287.32.png"
"1772096751-101","https://sn.coinafrique.com/categorie/moutons?page=15","2 500 000CFA","Ladoum pur sang","Kaffrine, Sénégal","https://images.coinafrique.com/thumb_1560181_uploaded_image1_1580308236.91.png"
"1772096751-102","https://sn.coinafrique.com/categorie/moutons?page=15","310 000CFA","Azawate pur sang","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1558957_uploaded_image1_1580297798.0.png"
"1772096751-103","https://sn.coinafrique.com/categorie/moutons?page=15","250 000CFA","Mouton métisse","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1508083_uploaded_image1_1579516459.16.png"
"1772096751-104","https://sn.coinafrique.com/categorie/moutons?page=15","550 000CFA","Ladoum","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1508049_uploaded_image1_1579516246.04.png"
"1772096751-105","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Femelle mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_1496305_uploaded_image1_1579283752.49.png"
"1772096751-106","https://sn.coinafrique.com/categorie/moutons?page=15","550 000CFA","Mouton Ladoum pur","Sénégal","https://images.coinafrique.com/thumb_1465125_uploaded_image1_1578761112.58.png"
"1772096751-107","https://sn.coinafrique.com/categorie/moutons?page=15","350 000CFA","Mouton","Sénégal","https://images.coinafrique.com/thumb_1439414_uploaded_image1_1578387477.53.png"
"1772096751-108","https://sn.coinafrique.com/categorie/moutons?page=15","350 000CFA","Mouton ladoum","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1428061_uploaded_image1_1578172386.49.png"
"1772096751-109","https://sn.coinafrique.com/categorie/moutons?page=15","300 000CFA","Mouton ladoum","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1428044_uploaded_image1_1578172236.81.png"
"1772096751-110","https://sn.coinafrique.com/categorie/moutons?page=15","450 000CFA","Mouton ladoum","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1428032_uploaded_image1_1578172063.21.png"
"1772096751-111","https://sn.coinafrique.com/categorie/moutons?page=15","400 000CFA","Mouton ladoum","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1428014_uploaded_image1_1578171800.77.png"
"1772096751-112","https://sn.coinafrique.com/categorie/moutons?page=15","300 000CFA","Mouton Ladoum","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1427992_uploaded_image1_1578171485.84.png"
"1772096751-113","https://sn.coinafrique.com/categorie/moutons?page=15","45 000CFA","Mouton","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1365032_uploaded_image1_1576782111.75.png"
"1772096751-114","https://sn.coinafrique.com/categorie/moutons?page=15","450 000CFA","Mouton Pur Ladoum","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1344753_uploaded_image1_1576433631.25.png"
"1772096751-115","https://sn.coinafrique.com/categorie/moutons?page=15","300 000CFA","Ladoums femelles","Dakar, Sénégal","https://images.coinafrique.com/thumb_1325277_uploaded_image1_1576061574.29.png"
"1772096751-116","https://sn.coinafrique.com/categorie/moutons?page=15","230 000CFA","Mouton","Sénégal","https://images.coinafrique.com/thumb_1318185_uploaded_image1_1575932357.93.png"
"1772096751-117","https://sn.coinafrique.com/categorie/moutons?page=15","300 000CFA","Moutons ladoum","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1311660_uploaded_image1_1575815111.89.png"
"1772096751-118","https://sn.coinafrique.com/categorie/moutons?page=15","450 000CFA","Moutons Ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_1277749_uploaded_image1_1575181984.71.png"
"1772096751-119","https://sn.coinafrique.com/categorie/moutons?page=15","1 200 000CFA","Mouton Ladoum","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1257886_uploaded_image1_1574822653.08.png"
"1772096751-120","https://sn.coinafrique.com/categorie/moutons?page=15","200 000CFA","Mouton Femelle","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1250492_uploaded_image1_1574686160.92.png"
"1772096751-121","https://sn.coinafrique.com/categorie/moutons?page=15","1 800 000CFA","Mouton Ladoum","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1244039_uploaded_image1_1574540988.49.png"
"1772096751-122","https://sn.coinafrique.com/categorie/moutons?page=15","1 000 000CFA","Ladoum pur-sang","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1232770_uploaded_image1_1574350083.33.png"
"1772096751-123","https://sn.coinafrique.com/categorie/moutons?page=15","900 000CFA","Mouton Ladoum femelle","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1232751_uploaded_image1_1574349870.57.png"
"1772096751-124","https://sn.coinafrique.com/categorie/moutons?page=15","1 200 000CFA","Géniteur ladoum","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1232723_uploaded_image1_1574349658.02.png"
"1772096751-125","https://sn.coinafrique.com/categorie/moutons?page=15","250 000CFA","Mouton Azawat femelle","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1184273_uploaded_image1_1573484550.53.png"
"1772096751-126","https://sn.coinafrique.com/categorie/moutons?page=15","850 000CFA","Mouton","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1161905_uploaded_image1_1573036903.11.png"
"1772096751-127","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_1149005_uploaded_image1_1572802043.92.png"
"1772096751-128","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Moutons","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_1148983_uploaded_image1_1572801522.59.png"
"1772096751-129","https://sn.coinafrique.com/categorie/moutons?page=15","1 000 000CFA","Mouton Ladoum","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1146805_uploaded_image1_1572743966.95.png"
"1772096751-130","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Mouton","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1124971_uploaded_image1_1572334376.0.png"
"1772096751-131","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Mouton","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1123949_uploaded_image1_1572299345.59.png"
"1772096751-132","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Mouton","Saint-Louis, Sénégal","https://images.coinafrique.com/thumb_1115941_uploaded_image1_1572130509.65.png"
"1772096751-133","https://sn.coinafrique.com/categorie/moutons?page=15","200 000CFA","Mouton","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1076240_uploaded_image1_1571327802.39.png"
"1772096751-134","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Mouton Ladoum","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1051956_uploaded_image1_1570797287.2.png"
"1772096751-135","https://sn.coinafrique.com/categorie/moutons?page=15","300 000CFA","Mouton Ladoum","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1019265_uploaded_image1_1570111185.44.png"
"1772096751-136","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Bébé ladoum à vendre","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1018278_uploaded_image1_1570099156.71.png"
"1772096751-137","https://sn.coinafrique.com/categorie/moutons?page=15","Prix sur demande","Moutons Ladoum","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_1011179_uploaded_image1_1569950641.25.png"
