web_scraper_order,web_scraper_start_url,prix,nom,adresse,url_image
"1772096773-641","https://sn.coinafrique.com/categorie/moutons?page=9","Prix sur demande","Mouton","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2981131_uploaded_image1_1614723235.jpg"
"1772096773-642","https://sn.coinafrique.com/categorie/moutons?page=9","500 000CFA","Mouton","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2978859_uploaded_image1_1614641038.jpg"
"1772096773-643","https://sn.coinafrique.com/categorie/moutons?page=9","1 000 000CFA","Moutons","Dakar, Sénégal","https://images.coinafrique.com/thumb_2966096_uploaded_image1_1614044325.jpg"
"1772096773-644","https://sn.coinafrique.com/categorie/moutons?page=9","400 000CFA","Mouton","Diourbel, Sénégal","https://images.coinafrique.com/thumb_2965030_uploaded_image1_1614000468.jpg"
"1772096773-645","https://sn.coinafrique.com/categorie/moutons?page=9","1 200 000CFA","Mouton Ladoum","Touba, Sénégal","https://images.coinafrique.com/thumb_2962083_uploaded_image1_1613830070.jpg"
"1772096773-646","https://sn.coinafrique.com/categorie/moutons?page=9","450 000CFA","Mouton Ladoum","Thies, Sénégal","https://images.coinafrique.com/thumb_2959533_uploaded_image1_1613691271.jpg"
"1772096773-647","https://sn.coinafrique.com/categorie/moutons?page=9","175 000CFA","Mouton","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2959176_uploaded_image1_1613676042.jpg"
"1772096773-648","https://sn.coinafrique.com/categorie/moutons?page=9","100 000CFA","Mouton Ladoum","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2956672_uploaded_image1_1613577248.jpg"
"1772096773-649","https://sn.coinafrique.com/categorie/moutons?page=9","950 000CFA","Mouton ladoum sang ghandy - magistrat","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2936901_uploaded_image1_1612664090.jpg"
"1772096773-650","https://sn.coinafrique.com/categorie/moutons?page=9","750 000CFA","Moutons Ladoum","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_2934178_uploaded_image1_1612542098.jpg"
"1772096773-651","https://sn.coinafrique.com/categorie/moutons?page=9","750 000CFA","Moutons","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_2934157_uploaded_image1_1612541422.jpg"
"1772096775-786","https://sn.coinafrique.com/categorie/moutons?page=7","275 000 CFA","Mouton","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772096777-787","https://sn.coinafrique.com/categorie/moutons?page=7","270 000 CFA","Mouton","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4789672_uploaded_image1_1718065178.jpg"
"1772096809-652","https://sn.coinafrique.com/categorie/moutons?page=7","400 000CFA","Mouton","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3234604_uploaded_image1_1626553559.jpg"
"1772096809-653","https://sn.coinafrique.com/categorie/moutons?page=7","160 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1772096809-654","https://sn.coinafrique.com/categorie/moutons?page=7","160 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234206_uploaded_image1_1626536991.jpg"
"1772096809-655","https://sn.coinafrique.com/categorie/moutons?page=7","160 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234203_uploaded_image1_1626536931.jpg"
"1772096809-656","https://sn.coinafrique.com/categorie/moutons?page=7","160 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234200_uploaded_image1_1626536847.jpg"
"1772096809-657","https://sn.coinafrique.com/categorie/moutons?page=7","180 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3233334_uploaded_image1_1626498417.jpg"
"1772096809-658","https://sn.coinafrique.com/categorie/moutons?page=7","135CFA","Mouton","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3232750_uploaded_image1_1626455163.jpg"
"1772096809-659","https://sn.coinafrique.com/categorie/moutons?page=7","250 000CFA","Mouton Ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_3231711_uploaded_image1_1626418518.jpg"
"1772096809-660","https://sn.coinafrique.com/categorie/moutons?page=7","200CFA","Mouton tabaski","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3231584_uploaded_image1_1626394551.jpg"
"1772096809-661","https://sn.coinafrique.com/categorie/moutons?page=7","270 000CFA","Mouton Ladoum Azawatt","Dakar, Sénégal","https://images.coinafrique.com/thumb_3231482_uploaded_image1_1626389780.jpg"
"1772096809-662","https://sn.coinafrique.com/categorie/moutons?page=7","130 000CFA","Moutons","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3230370_uploaded_image1_1626354354.jpg"
"1772096809-663","https://sn.coinafrique.com/categorie/moutons?page=7","275 000CFA","Mouton","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3229226_uploaded_image1_1626304738.jpg"
"1772096809-664","https://sn.coinafrique.com/categorie/moutons?page=7","500 000CFA","Mouton métisse Ladoum - Azawatte","Thies, Sénégal","https://images.coinafrique.com/thumb_3228766_uploaded_image1_1626285669.jpg"
"1772096809-665","https://sn.coinafrique.com/categorie/moutons?page=7","130 000CFA","Mouton","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3228411_uploaded_image1_1626275304.jpg"
"1772096809-666","https://sn.coinafrique.com/categorie/moutons?page=7","300CFA","Mouton","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3228191_uploaded_image1_1626269155.jpg"
"1772096809-667","https://sn.coinafrique.com/categorie/moutons?page=7","350 000CFA","Mouton","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3227288_uploaded_image1_1626223015.jpg"
"1772096809-668","https://sn.coinafrique.com/categorie/moutons?page=7","150 000CFA","Moutons","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3227147_uploaded_image1_1626215164.jpg"
"1772096809-669","https://sn.coinafrique.com/categorie/moutons?page=7","150 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3226810_uploaded_image1_1626204272.jpg"
"1772096809-670","https://sn.coinafrique.com/categorie/moutons?page=7","Prix sur demande","Mouton","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3226456_uploaded_image1_1626192185.jpg"
"1772096809-671","https://sn.coinafrique.com/categorie/moutons?page=7","145 000CFA","Mouton","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3226450_uploaded_image1_1626191921.jpg"
"1772096809-672","https://sn.coinafrique.com/categorie/moutons?page=7","Prix sur demande","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3225419_uploaded_image1_1626164192.jpg"
"1772096809-673","https://sn.coinafrique.com/categorie/moutons?page=7","165 000CFA","Mouton","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3225377_uploaded_image3_1626161521.jpeg"
"1772096809-674","https://sn.coinafrique.com/categorie/moutons?page=7","550 000CFA","Mouton ladoum","Thies, Sénégal","https://images.coinafrique.com/thumb_3225293_uploaded_image1_1626152188.jpg"
"1772096809-675","https://sn.coinafrique.com/categorie/moutons?page=7","160 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3225091_uploaded_image1_1626129260.jpg"
"1772096809-676","https://sn.coinafrique.com/categorie/moutons?page=7","400 000CFA","Mouton ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_3224927_uploaded_image1_1626122582.jpg"
"1772096809-677","https://sn.coinafrique.com/categorie/moutons?page=7","Prix sur demande","Moutons","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3224918_uploaded_image1_1626121929.jpg"
"1772096809-678","https://sn.coinafrique.com/categorie/moutons?page=7","Prix sur demande","Mouton","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3224266_uploaded_image1_1626100952.jpg"
"1772096809-679","https://sn.coinafrique.com/categorie/moutons?page=7","Prix sur demande","Mouton","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3224262_uploaded_image2_1626100874.jpeg"
"1772096809-680","https://sn.coinafrique.com/categorie/moutons?page=7","250 000CFA","Mouton","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3223832_uploaded_image1_1626089576.jpg"
"1772096809-681","https://sn.coinafrique.com/categorie/moutons?page=7","210 000CFA","Mouton","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3223126_uploaded_image1_1626044694.jpg"
"1772096809-682","https://sn.coinafrique.com/categorie/moutons?page=7","190 000CFA","Bélier élevage","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222700_uploaded_image1_1626026251.jpg"
"1772096809-683","https://sn.coinafrique.com/categorie/moutons?page=7","175CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3222227_uploaded_image1_1626008442.jpg"
"1772096809-684","https://sn.coinafrique.com/categorie/moutons?page=7","200 000 350 000CFA","Mouton","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222040_uploaded_image1_1625998071.jpg"
"1772096809-685","https://sn.coinafrique.com/categorie/moutons?page=7","Prix sur demande","Moutons","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221174_uploaded_image1_1625933715.jpg"
"1772096809-686","https://sn.coinafrique.com/categorie/moutons?page=7","750 000CFA","Agneau ladoum","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221082_uploaded_image1_1625930320.jpg"
"1772096809-687","https://sn.coinafrique.com/categorie/moutons?page=7","1 000 500CFA","Mouton ladoum","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221076_uploaded_image1_1625930215.jpg"
"1772096809-688","https://sn.coinafrique.com/categorie/moutons?page=7","Prix sur demande","Mouton","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221011_uploaded_image1_1625928152.jpg"
"1772096809-689","https://sn.coinafrique.com/categorie/moutons?page=7","Prix sur demande","Mouton","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221005_uploaded_image1_1625927894.jpg"
"1772096809-690","https://sn.coinafrique.com/categorie/moutons?page=7","200 000CFA","Mouton de tabaski","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3220217_uploaded_image1_1625900638.jpg"
"1772096809-691","https://sn.coinafrique.com/categorie/moutons?page=7","225 000CFA","Mouton","Pikine, Sénégal","https://images.coinafrique.com/thumb_3219247_uploaded_image1_1625842824.jpg"
"1772096809-692","https://sn.coinafrique.com/categorie/moutons?page=7","235 000CFA","Mouton métisse Toubab beer Ladoum","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3218966_uploaded_image1_1625834036.jpg"
"1772096809-693","https://sn.coinafrique.com/categorie/moutons?page=7","45 000CFA","Mouton","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3218372_uploaded_image2_1625814032.jpeg"
"1772096809-694","https://sn.coinafrique.com/categorie/moutons?page=7","105 000CFA","Mouton élevage","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3218187_uploaded_image1_1625786936.jpg"
"1772096809-695","https://sn.coinafrique.com/categorie/moutons?page=7","550 000CFA","Mouton de tabaski","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3218024_uploaded_image1_1625780916.jpg"
"1772096809-696","https://sn.coinafrique.com/categorie/moutons?page=7","600 000CFA","Mouton","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3217736_uploaded_image1_1625770179.jpg"
"1772096809-697","https://sn.coinafrique.com/categorie/moutons?page=7","150 000CFA","Mouton","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3216122_uploaded_image1_1625710005.jpg"
"1772096809-698","https://sn.coinafrique.com/categorie/moutons?page=7","170 000CFA","Mouton","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3216121_uploaded_image1_1625709851.jpg"
"1772096809-699","https://sn.coinafrique.com/categorie/moutons?page=7","170 000CFA","Mouton","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3215910_uploaded_image1_1625698657.jpg"
"1772096809-700","https://sn.coinafrique.com/categorie/moutons?page=7","125 000CFA","Mouton","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3215907_uploaded_image1_1625698578.jpg"
"1772096809-701","https://sn.coinafrique.com/categorie/moutons?page=7","215 000CFA","Mouton","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3215274_uploaded_image1_1625673688.jpg"
"1772096809-702","https://sn.coinafrique.com/categorie/moutons?page=7","Prix sur demande","Mouton","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3215139_uploaded_image1_1625669877.jpg"
"1772096809-703","https://sn.coinafrique.com/categorie/moutons?page=7","250 000CFA","Mouton","Thies, Sénégal","https://images.coinafrique.com/thumb_3215045_uploaded_image1_1625667206.jpg"
"1772096809-704","https://sn.coinafrique.com/categorie/moutons?page=7","210 000CFA","Mouton","Pikine, Sénégal","https://images.coinafrique.com/thumb_3214030_uploaded_image1_1625621261.jpg"
"1772096809-705","https://sn.coinafrique.com/categorie/moutons?page=7","280 000CFA","Mouton Ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_3213921_uploaded_image1_1625613407.jpg"
"1772096809-706","https://sn.coinafrique.com/categorie/moutons?page=7","Prix sur demande","Mouton Ladoum Azawatt","Dakar, Sénégal","https://images.coinafrique.com/thumb_3213116_uploaded_image1_1625587636.jpg"
"1772096809-707","https://sn.coinafrique.com/categorie/moutons?page=7","680CFA","Mouton","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3212869_uploaded_image1_1625581526.jpg"
"1772096809-708","https://sn.coinafrique.com/categorie/moutons?page=7","160CFA","Mouton","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3212567_uploaded_image1_1625574053.jpg"
"1772096809-709","https://sn.coinafrique.com/categorie/moutons?page=7","150 000CFA","Mouton","Matam, Sénégal","https://images.coinafrique.com/thumb_3212534_uploaded_image1_1625573376.jpg"
"1772096809-710","https://sn.coinafrique.com/categorie/moutons?page=7","215 000CFA","Mouton","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3211721_uploaded_image1_1625533041.jpg"
"1772096809-711","https://sn.coinafrique.com/categorie/moutons?page=7","250 000CFA","Mouton","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3211689_uploaded_image1_1625530422.jpg"
"1772096809-712","https://sn.coinafrique.com/categorie/moutons?page=7","320 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3211669_uploaded_image1_1625529332.jpg"
"1772096809-713","https://sn.coinafrique.com/categorie/moutons?page=7","210 000CFA","Mouton Bali Bali","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3211305_uploaded_image1_1625515411.jpg"
"1772096809-714","https://sn.coinafrique.com/categorie/moutons?page=7","300 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3210932_uploaded_image1_1625502339.jpg"
"1772096809-715","https://sn.coinafrique.com/categorie/moutons?page=7","170CFA","Mouton","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3210365_uploaded_image1_1625488245.jpg"
"1772096809-716","https://sn.coinafrique.com/categorie/moutons?page=7","210CFA","Mouton","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3210359_uploaded_image1_1625488078.jpg"
"1772096809-717","https://sn.coinafrique.com/categorie/moutons?page=7","170CFA","Mouton","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3210353_uploaded_image1_1625487898.jpg"
"1772096809-718","https://sn.coinafrique.com/categorie/moutons?page=7","230 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3209806_uploaded_image1_1625476409.jpg"
"1772096809-719","https://sn.coinafrique.com/categorie/moutons?page=7","220 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3209798_uploaded_image1_1625476257.jpg"
"1772096809-720","https://sn.coinafrique.com/categorie/moutons?page=7","170 000CFA","Mouton","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3209318_uploaded_image1_1625441686.jpg"
"1772096809-721","https://sn.coinafrique.com/categorie/moutons?page=7","160 000CFA","Mouton","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3209314_uploaded_image1_1625441581.jpg"
"1772096809-722","https://sn.coinafrique.com/categorie/moutons?page=7","125 000CFA","Mouton","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3209310_uploaded_image1_1625441413.jpg"
"1772096809-723","https://sn.coinafrique.com/categorie/moutons?page=7","700 000CFA","Mouton ladoum","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3209125_uploaded_image1_1625431861.jpg"
"1772096809-724","https://sn.coinafrique.com/categorie/moutons?page=7","230 000CFA","Mouton","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3208903_uploaded_image1_1625424879.jpg"
"1772096809-725","https://sn.coinafrique.com/categorie/moutons?page=7","200 000CFA","Mouton","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3208897_uploaded_image1_1625424726.jpg"
"1772096809-726","https://sn.coinafrique.com/categorie/moutons?page=7","150 000CFA","Mouton","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3208892_uploaded_image1_1625424349.jpg"
"1772096809-727","https://sn.coinafrique.com/categorie/moutons?page=7","300 000CFA","Mouton","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3208890_uploaded_image1_1625424293.jpg"
"1772096809-728","https://sn.coinafrique.com/categorie/moutons?page=7","720 000CFA","Mouton","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3208888_uploaded_image1_1625424209.jpg"
"1772096809-729","https://sn.coinafrique.com/categorie/moutons?page=7","Prix sur demande","Mouton ladoum azawatt","Dakar, Sénégal","https://images.coinafrique.com/thumb_3208875_uploaded_image1_1625423834.jpg"
"1772096809-730","https://sn.coinafrique.com/categorie/moutons?page=7","520 000CFA","Mouton","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3208872_uploaded_image1_1625423786.jpg"
"1772096809-731","https://sn.coinafrique.com/categorie/moutons?page=7","150 000CFA","Mouton ladoum azawatt","Dakar, Sénégal","https://images.coinafrique.com/thumb_3208866_uploaded_image1_1625423587.jpg"
"1772096809-732","https://sn.coinafrique.com/categorie/moutons?page=7","290 000CFA","Mouton","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3208863_uploaded_image1_1625423535.jpg"
"1772096809-733","https://sn.coinafrique.com/categorie/moutons?page=7","245 000CFA","Mouton","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3208783_uploaded_image1_1625420179.jpg"
"1772096809-734","https://sn.coinafrique.com/categorie/moutons?page=7","170CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3208371_uploaded_image1_1625404219.jpg"
"1772096809-735","https://sn.coinafrique.com/categorie/moutons?page=7","220 000CFA","Mouton tabaski","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207991_uploaded_image1_1625390496.jpg"
"1772096812-736","https://sn.coinafrique.com/categorie/moutons?page=6","600 000CFA","Mouton Ladoum","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3651908_uploaded_image2_1649854689.jpeg"
"1772096812-737","https://sn.coinafrique.com/categorie/moutons?page=6","300CFA","Femelle azawatte pur sang - agneau ladoum","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3646261_uploaded_image1_1649515763.jpg"
"1772096812-738","https://sn.coinafrique.com/categorie/moutons?page=6","58 000CFA","Mouton Kharr Yarr","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3644252_uploaded_image1_1649404728.jpg"
"1772096812-739","https://sn.coinafrique.com/categorie/moutons?page=6","70 000CFA","Mouton","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3639060_uploaded_image1_1649160271.jpg"
"1772096812-740","https://sn.coinafrique.com/categorie/moutons?page=6","Prix sur demande","Agneaux Ladoum","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3612958_uploaded_image1_1647531611.jpg"
"1772096812-741","https://sn.coinafrique.com/categorie/moutons?page=6","700 000CFA","Femelle Ladoum","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3612042_uploaded_image1_1647482923.jpg"
"1772096812-742","https://sn.coinafrique.com/categorie/moutons?page=6","Prix sur demande","Mouton","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3611614_uploaded_image1_1647455561.jpg"
"1772096812-743","https://sn.coinafrique.com/categorie/moutons?page=6","500 000CFA","Mouton Ladoum","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3609797_uploaded_image2_1647356086.jpeg"
"1772096812-744","https://sn.coinafrique.com/categorie/moutons?page=6","Prix sur demande","Agnelle","Touba, Sénégal","https://images.coinafrique.com/thumb_3609506_uploaded_image1_1647347025.jpg"
"1772096812-745","https://sn.coinafrique.com/categorie/moutons?page=6","110 000CFA","Moutons","Pikine, Sénégal","https://images.coinafrique.com/thumb_3607678_uploaded_image1_1647257947.jpg"
"1772096812-746","https://sn.coinafrique.com/categorie/moutons?page=6","250CFA","Mouton Ladoum","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3603572_uploaded_image1_1646966277.jpg"
"1772096812-747","https://sn.coinafrique.com/categorie/moutons?page=6","850 000CFA","Mouton mâle","Dakar, Sénégal","https://images.coinafrique.com/thumb_3596103_uploaded_image1_1646571552.jpg"
"1772096812-748","https://sn.coinafrique.com/categorie/moutons?page=6","600 000CFA","Mouton Ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_3587538_uploaded_image1_1646138700.jpg"
"1772096812-749","https://sn.coinafrique.com/categorie/moutons?page=6","Prix sur demande","Mouton mâle","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3586498_uploaded_image1_1646092394.jpg"
"1772096812-750","https://sn.coinafrique.com/categorie/moutons?page=6","Prix sur demande","Femelle Ladoum","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3585311_uploaded_image1_1646017105.jpg"
"1772096812-751","https://sn.coinafrique.com/categorie/moutons?page=6","Prix sur demande","Femelles ladoum pur sang","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3584679_uploaded_image1_1645966157.jpg"
"1772096812-752","https://sn.coinafrique.com/categorie/moutons?page=6","600 000CFA","Mouton femelle Ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_3571469_uploaded_image1_1645100060.jpg"
"1772096812-753","https://sn.coinafrique.com/categorie/moutons?page=6","300 000CFA","Mouton femelle Ladoum","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3566393_uploaded_image1_1644779014.jpg"
"1772096812-754","https://sn.coinafrique.com/categorie/moutons?page=6","Prix sur demande","Mouton femelle Ladoum","Thies, Sénégal","https://images.coinafrique.com/thumb_3560816_uploaded_image1_1644418375.jpg"
"1772096812-755","https://sn.coinafrique.com/categorie/moutons?page=6","400 000CFA","Moutons","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3552558_uploaded_image1_1643898213.jpg"
"1772096812-756","https://sn.coinafrique.com/categorie/moutons?page=6","100 000CFA","Femmelle métisse Ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_3543145_uploaded_image1_1643391739.jpg"
"1772096812-757","https://sn.coinafrique.com/categorie/moutons?page=6","500 000CFA","Géniteur Ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_3543142_uploaded_image1_1643391619.jpg"
"1772096812-758","https://sn.coinafrique.com/categorie/moutons?page=6","500 000CFA","Mouton Géniteur Ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_3543117_uploaded_image1_1643390803.jpg"
"1772096812-759","https://sn.coinafrique.com/categorie/moutons?page=6","Prix sur demande","Mouton ladoume","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3537709_uploaded_image1_1643060912.jpg"
"1772096812-760","https://sn.coinafrique.com/categorie/moutons?page=6","600 000CFA","Mouton ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_3527221_uploaded_image1_1642363323.jpg"
"1772096812-761","https://sn.coinafrique.com/categorie/moutons?page=6","300 000CFA","Femelle Ladoum","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3526953_uploaded_image1_1642347009.jpg"
"1772096812-762","https://sn.coinafrique.com/categorie/moutons?page=6","400 000CFA","Moutons","Louga, Sénégal","https://images.coinafrique.com/thumb_3525532_uploaded_image1_1642243253.jpg"
"1772096812-763","https://sn.coinafrique.com/categorie/moutons?page=6","150 000CFA","Moutons","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3515632_uploaded_image1_1641663090.jpg"
"1772096812-764","https://sn.coinafrique.com/categorie/moutons?page=6","500 000CFA","Mouton Azawate pur sang","Dakar, Sénégal","https://images.coinafrique.com/thumb_3503706_uploaded_image1_1640971116.jpg"
"1772096812-765","https://sn.coinafrique.com/categorie/moutons?page=6","200 000CFA","Moutons","Dakar, Sénégal","https://images.coinafrique.com/thumb_3496815_uploaded_image1_1640366315.jpg"
"1772096812-766","https://sn.coinafrique.com/categorie/moutons?page=6","350 000CFA","Mouton Azawate","Louga, Sénégal","https://images.coinafrique.com/thumb_3486760_uploaded_image1_1639660650.jpg"
"1772096812-767","https://sn.coinafrique.com/categorie/moutons?page=6","300CFA","Moutons","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3456566_uploaded_image1_1638016401.jpg"
"1772096812-768","https://sn.coinafrique.com/categorie/moutons?page=6","50 000CFA","Moutons","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3456563_uploaded_image1_1638016216.jpg"
"1772096812-769","https://sn.coinafrique.com/categorie/moutons?page=6","250CFA","Mouton","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3454257_uploaded_image1_1637855765.jpg"
"1772096812-770","https://sn.coinafrique.com/categorie/moutons?page=6","Prix sur demande","Agneau","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3454236_uploaded_image1_1637855237.jpg"
"1772096812-771","https://sn.coinafrique.com/categorie/moutons?page=6","350CFA","Mouton Ladoum","Dakar, Sénégal","https://images.coinafrique.com/thumb_3454225_uploaded_image1_1637855052.jpg"
"1772096812-772","https://sn.coinafrique.com/categorie/moutons?page=6","Prix sur demande","Mouton","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3451581_uploaded_image1_1637700430.jpg"
"1772096812-773","https://sn.coinafrique.com/categorie/moutons?page=6","Prix sur demande","Mouton","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3448107_uploaded_image1_1637502249.jpg"
"1772096812-774","https://sn.coinafrique.com/categorie/moutons?page=6","Prix sur demande","Mouton","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3448105_uploaded_image1_1637502146.jpg"
"1772096812-775","https://sn.coinafrique.com/categorie/moutons?page=6","Prix sur demande","Mouton ladoum","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3448101_uploaded_image1_1637501994.jpg"
"1772096812-776","https://sn.coinafrique.com/categorie/moutons?page=6","300 000CFA","Mouton","Dakar, Sénégal","https://images.coinafrique.com/thumb_3446605_uploaded_image1_1637399721.jpg"
